emp_id,emp_name,dept_name,salary,hire_date,bonus
65,Employee_65,Finance,98294,2019-05-12 05:52:22,14747.16
66,Employee_66,Operations,48177,2018-03-08 13:08:18,11966.55
67,Employee_67,Finance,49022,2019-11-18 11:10:31,13306.68
68,Employee_68,Marketing,30542,2018-05-03 20:02:57,1556.69
69,Employee_69,Marketing,116012,2023-03-31 10:31:37,12743.96
70,Employee_70,Support,85428,2024-03-17 08:32:51,10680.67
71,Employee_71,Marketing,47740,2016-06-21 10:07:44,11369.24
72,Employee_72,Support,84353,2015-07-15 17:56:26,7829.05
73,Employee_73,Marketing,115353,2021-12-09 06:20:44,2548.0
74,Employee_74,Operations,81532,2019-01-30 17:28:31,4673.45
75,Employee_75,Support,41052,2024-02-25 05:29:44,19064.15
76,Employee_76,HR,72076,2017-10-25 21:38:02,8765.29
77,Employee_77,Sales,78420,2019-07-24 07:08:49,9866.98
78,Employee_78,IT,25671,2019-06-01 18:32:27,2001.49
79,Employee_79,Marketing,25163,2019-08-04 02:42:37,1713.76
80,Employee_80,Finance,66424,2019-05-25 05:42:51,14626.45
81,Employee_81,Marketing,78744,2021-06-20 10:11:37,11223.8
82,Employee_82,Finance,95331,2020-05-17 04:08:44,10665.41
83,Employee_83,Sales,35634,2024-04-02 00:29:46,5619.37
84,Employee_84,Sales,29798,2021-04-23 10:47:26,15150.26
85,Employee_85,Sales,47420,2023-05-04 00:52:15,4196.5
86,Employee_86,Finance,54300,2023-08-14 10:36:44,4608.76
87,Employee_87,Marketing,114881,2024-05-10 02:17:25,9753.53
88,Employee_88,Sales,35749,2021-08-10 07:55:07,6439.32
89,Employee_89,Operations,50121,2020-12-05 21:49:17,5701.8
90,Employee_90,Support,62487,2016-04-25 17:45:44,13259.52
91,Employee_91,Finance,118947,2019-04-29 17:12:06,13368.46
92,Employee_92,Finance,58361,2019-05-13 06:03:37,16665.82
93,Employee_93,Marketing,46223,2022-08-27 09:37:24,8936.46
94,Employee_94,Finance,97930,2017-08-17 20:46:25,2388.62
95,Employee_95,Finance,39056,2021-11-07 21:19:50,6199.66
96,Employee_96,Sales,53380,2022-03-07 23:24:35,19620.1
97,Employee_97,Marketing,51035,2018-09-16 14:31:52,12328.91
98,Employee_98,Sales,55620,2024-02-14 03:32:27,14485.0
99,Employee_99,Support,44877,2018-03-18 11:46:08,1139.8
100,Employee_100,Support,80316,2015-05-23 01:52:00,10845.91
101,Employee_101,Sales,89041,2016-10-02 12:43:36,1713.04
102,Employee_102,Support,78352,2023-09-05 15:40:25,11815.37
103,Employee_103,Marketing,55911,2018-02-04 14:07:37,18494.65
104,Employee_104,IT,57784,2024-08-15 07:48:32,19399.96
105,Employee_105,Sales,28191,2017-11-04 03:47:46,11270.5
106,Employee_106,Operations,58160,2020-12-23 17:47:59,9705.89
107,Employee_107,Operations,115536,2019-07-14 13:06:05,18955.32
108,Employee_108,Finance,89641,2022-08-01 14:01:18,13798.59
109,Employee_109,Support,74723,2022-01-18 06:58:24,2233.09
110,Employee_110,Operations,28631,2022-10-19 22:11:01,9848.79
111,Employee_111,Finance,31172,2019-03-23 19:10:04,5564.66
112,Employee_112,IT,67080,2020-02-27 15:26:36,9926.28
113,Employee_113,Marketing,114097,2023-12-10 09:02:26,9653.85
114,Employee_114,Marketing,115353,2022-11-06 21:50:05,12060.75
115,Employee_115,Marketing,45281,2015-10-25 19:52:14,7778.64
116,Employee_116,Operations,53671,2016-12-26 17:07:19,4121.14
117,Employee_117,IT,76431,2022-12-13 08:45:48,10570.67
118,Employee_118,Operations,115900,2016-08-13 17:42:20,16773.85
119,Employee_119,Support,117961,2016-04-22 18:27:38,13616.23
120,Employee_120,Operations,53602,2019-04-16 03:42:04,7428.99
121,Employee_121,IT,113789,2018-07-04 09:47:10,18774.94
122,Employee_122,IT,76399,2022-04-02 20:32:52,18331.94
123,Employee_123,Support,48472,2022-11-01 01:38:42,4977.62
124,Employee_124,IT,74230,2017-04-12 23:03:23,1748.93
125,Employee_125,IT,98616,2022-05-18 06:05:56,15084.87
126,Employee_126,Marketing,32099,2022-12-30 10:47:49,16724.59
127,Employee_127,Support,50431,2023-01-05 06:24:48,19389.43
128,Employee_128,HR,81492,2021-03-24 19:14:30,17906.89
129,Employee_129,HR,72684,2019-04-19 11:02:48,12410.16
130,Employee_130,IT,55111,2019-06-12 11:46:33,11070.99
131,Employee_131,HR,88936,2023-06-15 10:51:26,1528.98
132,Employee_132,HR,47614,2023-05-31 04:49:29,5686.47
133,Employee_133,IT,117260,2019-06-16 22:00:51,9732.68
134,Employee_134,HR,66991,2019-12-06 10:43:17,12941.57
135,Employee_135,Operations,95476,2018-12-20 13:25:14,11587.78
136,Employee_136,Finance,85920,2019-04-11 09:07:11,15110.08
137,Employee_137,Support,119294,2023-06-19 10:08:16,6315.57
138,Employee_138,Finance,88530,2022-03-24 16:57:28,11734.1
139,Employee_139,IT,61224,2024-04-25 16:34:20,2674.7
140,Employee_140,Marketing,32788,2020-10-21 23:42:55,8859.64
141,Employee_141,Support,53082,2016-09-03 10:53:02,15253.06
142,Employee_142,IT,114570,2018-03-17 18:36:46,14174.62
143,Employee_143,Marketing,101816,2023-08-22 17:10:02,19822.21
144,Employee_144,Finance,108588,2020-12-29 06:13:02,6279.93
145,Employee_145,IT,41531,2020-01-03 05:32:27,10465.6
146,Employee_146,Support,113340,2024-04-19 23:00:50,7261.08
147,Employee_147,Support,119439,2018-03-01 01:30:10,9371.46
148,Employee_148,Sales,69857,2021-11-23 11:45:39,17282.05
149,Employee_149,Operations,35142,2022-09-02 07:45:38,13999.97
150,Employee_150,HR,73355,2018-11-03 05:09:51,17766.38
151,Employee_151,Marketing,34866,2023-11-15 06:34:33,4866.71
152,Employee_152,Sales,95067,2021-05-14 17:40:59,17593.86
153,Employee_153,HR,89027,2023-10-20 19:30:47,2135.48
154,Employee_154,HR,82906,2024-06-24 10:08:23,17883.39
155,Employee_155,IT,53138,2023-08-07 12:45:48,7252.4
156,Employee_156,HR,117601,2018-04-20 23:44:06,6977.17
157,Employee_157,Operations,54956,2015-09-23 06:32:10,10729.68
158,Employee_158,Support,101295,2024-05-28 17:41:54,18873.11
159,Employee_159,Sales,30439,2015-01-02 09:53:39,1907.85
160,Employee_160,HR,72241,2020-03-12 13:35:08,7692.39
161,Employee_161,IT,67533,2019-04-23 21:04:05,17274.87
162,Employee_162,Operations,53270,2021-12-01 10:06:49,8525.04
163,Employee_163,Finance,103815,2020-02-22 04:47:59,4783.98
164,Employee_164,Support,64279,2019-07-07 09:12:45,9071.09
165,Employee_165,Support,48888,2018-10-28 20:01:40,8325.5
166,Employee_166,Sales,42630,2024-07-17 02:16:15,18392.91
167,Employee_167,Support,86063,2017-10-04 02:18:22,15476.75
168,Employee_168,HR,60144,2020-03-04 06:09:01,10597.2
169,Employee_169,IT,77161,2022-09-23 11:49:23,19779.04
170,Employee_170,Support,116074,2022-09-01 01:55:51,9840.27
171,Employee_171,Support,102360,2019-05-01 10:02:34,2106.52
172,Employee_172,Finance,75979,2018-12-20 07:29:19,5983.21
173,Employee_173,Finance,31979,2019-05-23 02:29:35,9285.34
174,Employee_174,Marketing,51189,2020-09-14 14:48:29,3981.15
175,Employee_175,Operations,67600,2019-04-05 02:54:59,19003.74
176,Employee_176,HR,84560,2021-01-05 08:13:32,15570.13
177,Employee_177,Support,103040,2020-11-17 15:58:19,6097.46
178,Employee_178,Support,86558,2017-06-27 12:19:43,12225.29
179,Employee_179,IT,111205,2015-08-04 06:08:44,14707.53
180,Employee_180,Marketing,31910,2022-10-06 11:59:26,18884.3
181,Employee_181,Operations,82713,2024-03-19 02:55:03,17751.07
182,Employee_182,Marketing,71857,2015-05-01 15:51:51,10788.65
183,Employee_183,Sales,59964,2016-09-05 13:43:58,15718.4
184,Employee_184,Operations,110667,2023-08-01 05:45:10,11680.75
185,Employee_185,Support,50227,2016-07-09 20:22:31,11501.37
186,Employee_186,Support,30978,2021-11-01 04:08:38,3180.1
187,Employee_187,Operations,112527,2023-01-27 00:33:59,3396.62
188,Employee_188,Support,42153,2020-08-21 00:38:10,11061.14
189,Employee_189,HR,84765,2015-08-18 12:00:38,6108.37
190,Employee_190,Operations,64071,2016-06-01 16:48:41,1399.7
191,Employee_191,Marketing,94519,2024-01-24 01:06:04,14733.94
192,Employee_192,Operations,34503,2015-08-28 15:16:08,1617.25
193,Employee_193,Support,85703,2019-11-10 15:16:31,12310.26
194,Employee_194,HR,89379,2018-11-03 08:35:46,11244.68
195,Employee_195,HR,82866,2015-04-30 04:47:05,19407.48
196,Employee_196,Sales,41905,2023-10-28 12:13:25,10200.05
197,Employee_197,Marketing,70838,2019-04-05 15:13:21,2208.43
198,Employee_198,Finance,83279,2020-11-10 03:30:57,11482.07
199,Employee_199,Finance,114489,2022-02-19 17:03:00,16980.83
200,Employee_200,Operations,51806,2019-03-20 05:19:48,19940.14
201,Employee_201,Sales,70000,2022-04-11 09:46:04,9176.52
202,Employee_202,IT,47168,2018-02-28 15:49:58,7085.68
203,Employee_203,Operations,95119,2024-05-18 05:28:01,18226.41
204,Employee_204,Sales,63714,2017-07-13 08:12:45,4633.6
205,Employee_205,Marketing,79093,2017-12-01 14:26:52,12693.15
206,Employee_206,Marketing,80419,2019-07-02 04:07:50,8708.57
207,Employee_207,Marketing,74145,2016-02-05 14:53:17,1780.56
208,Employee_208,Marketing,102425,2020-06-26 03:37:41,7598.48
209,Employee_209,Marketing,117949,2024-04-11 23:43:51,6039.34
210,Employee_210,Sales,102811,2022-08-30 18:33:17,14035.73
211,Employee_211,Sales,27461,2015-07-20 20:28:51,19027.02
212,Employee_212,HR,39291,2017-06-20 03:45:32,6092.9
213,Employee_213,Finance,71804,2020-06-14 10:19:02,16417.85
214,Employee_214,Support,101971,2015-01-24 17:27:33,2051.84
215,Employee_215,Marketing,118471,2015-02-28 02:59:43,11224.3
216,Employee_216,IT,89946,2022-12-31 12:00:41,2340.45
217,Employee_217,Support,109080,2021-06-17 19:41:45,18746.63
218,Employee_218,Sales,86332,2016-12-01 16:31:27,15560.67
219,Employee_219,IT,102794,2018-04-27 03:58:00,13501.05
220,Employee_220,IT,55841,2022-12-16 11:22:12,16654.03
221,Employee_221,IT,73758,2018-08-14 10:45:29,13302.88
222,Employee_222,HR,101272,2024-12-09 22:44:35,19409.94
223,Employee_223,Sales,62643,2016-04-10 01:08:07,14565.2
224,Employee_224,IT,75408,2020-05-06 02:14:18,18568.51
225,Employee_225,Marketing,68950,2023-02-01 01:26:22,10825.51
226,Employee_226,Operations,81849,2017-12-29 13:21:06,3224.22
227,Employee_227,IT,53044,2015-11-14 02:29:30,11035.38
228,Employee_228,HR,40997,2024-10-03 23:35:59,3410.58
229,Employee_229,Support,104751,2017-09-28 22:12:19,12257.38
230,Employee_230,Sales,48911,2021-04-10 07:16:37,10167.37
231,Employee_231,HR,80533,2024-08-01 22:28:07,12828.93
232,Employee_232,IT,107566,2022-07-18 10:36:53,1190.89
233,Employee_233,Sales,119870,2023-12-04 16:15:30,4701.97
234,Employee_234,Operations,39571,2024-10-07 00:32:21,10335.28
235,Employee_235,IT,119463,2016-01-04 02:02:40,19059.57
236,Employee_236,HR,82941,2018-06-07 07:25:07,8288.57
237,Employee_237,Finance,83005,2015-12-27 12:16:21,9063.07
238,Employee_238,Marketing,111250,2019-07-14 06:02:23,14579.23
239,Employee_239,Support,83712,2017-03-02 19:22:50,12472.06
240,Employee_240,HR,68541,2019-02-09 17:12:09,6679.6
241,Employee_241,Sales,48387,2018-07-05 00:19:14,8805.51
242,Employee_242,IT,118980,2024-01-01 10:39:07,5136.3
243,Employee_243,Marketing,73908,2019-09-12 07:14:30,19354.41
244,Employee_244,IT,110457,2023-08-01 00:16:32,3482.05
245,Employee_245,Sales,38057,2022-08-14 23:24:01,8064.9
246,Employee_246,IT,89028,2022-06-01 20:07:22,1490.94
247,Employee_247,Finance,80731,2023-08-25 01:59:04,5213.81
248,Employee_248,Marketing,49858,2024-12-12 14:20:56,15828.95
249,Employee_249,Marketing,73689,2022-08-24 21:16:06,4822.33
250,Employee_250,Sales,69638,2023-12-10 13:44:41,2521.2
251,Employee_251,Support,116598,2016-08-25 10:54:52,10014.61
252,Employee_252,Finance,71486,2021-02-07 10:34:44,1189.42
253,Employee_253,HR,45567,2022-10-15 05:50:38,2610.56
254,Employee_254,IT,54739,2021-04-28 11:11:59,16344.89
255,Employee_255,Operations,82804,2020-09-15 22:48:54,15657.99
256,Employee_256,IT,28754,2020-09-28 10:42:37,18387.64
257,Employee_257,IT,52044,2018-07-30 21:46:00,17235.79
258,Employee_258,HR,92260,2019-10-18 01:47:07,13980.34
259,Employee_259,IT,91912,2015-10-01 11:15:45,1994.32
260,Employee_260,Finance,33706,2021-04-02 12:15:40,15874.12
261,Employee_261,Finance,33894,2023-11-27 01:03:51,17064.71
262,Employee_262,Marketing,43037,2020-11-14 17:44:15,16182.56
263,Employee_263,Sales,108986,2024-02-26 03:05:18,10661.1
264,Employee_264,Support,106942,2015-12-29 00:55:52,5425.13
265,Employee_265,Operations,76612,2021-06-04 20:59:53,17061.27
266,Employee_266,IT,54725,2018-02-15 13:53:17,14816.09
267,Employee_267,IT,30926,2023-11-26 08:03:57,19634.46
268,Employee_268,HR,34496,2017-06-18 22:48:25,3958.16
269,Employee_269,Sales,81447,2022-06-25 06:17:34,5287.63
270,Employee_270,Finance,54806,2017-04-04 19:36:08,5024.16
271,Employee_271,Operations,113199,2022-02-17 09:15:04,16058.26
272,Employee_272,Marketing,66321,2019-12-31 07:05:49,4551.24
273,Employee_273,Finance,90095,2019-09-18 05:06:42,2266.54
274,Employee_274,Sales,47656,2020-03-04 22:34:09,19972.66
275,Employee_275,Support,80147,2018-03-24 12:26:50,1471.53
276,Employee_276,Marketing,116396,2024-12-20 08:29:09,16869.64
277,Employee_277,Support,74666,2022-06-07 07:08:54,7941.97
278,Employee_278,HR,107368,2016-06-03 22:43:02,16990.69
279,Employee_279,HR,63787,2016-12-22 14:01:52,11537.79
280,Employee_280,IT,87946,2019-01-25 23:19:25,18130.99
281,Employee_281,Support,46727,2018-10-09 22:09:05,18597.67
282,Employee_282,Sales,93056,2022-01-02 06:42:19,1172.87
283,Employee_283,Operations,28081,2019-11-22 02:22:48,2432.83
284,Employee_284,Marketing,59196,2021-01-27 10:32:09,5756.82
285,Employee_285,Finance,61735,2022-01-24 18:37:05,13716.99
286,Employee_286,Sales,105102,2021-11-21 10:57:57,17877.17
287,Employee_287,Sales,104578,2020-05-12 04:17:14,9738.9
288,Employee_288,HR,50498,2021-02-15 03:57:03,12532.49
289,Employee_289,Support,101865,2016-04-26 12:54:10,4581.5
290,Employee_290,IT,56656,2017-06-08 13:41:37,16294.37
291,Employee_291,IT,92695,2018-11-25 07:40:36,19379.23
292,Employee_292,Marketing,62900,2024-10-07 00:17:19,6103.38
293,Employee_293,HR,109899,2016-07-15 20:26:45,10401.69
294,Employee_294,Sales,72701,2019-04-21 14:44:08,2636.21
295,Employee_295,Operations,44033,2020-02-01 18:28:59,11623.6
296,Employee_296,HR,35805,2023-09-02 20:49:46,10552.89
297,Employee_297,Marketing,60851,2022-09-06 06:58:54,3744.29
298,Employee_298,Marketing,51832,2020-06-24 05:39:59,9399.26
299,Employee_299,HR,88437,2024-11-23 17:55:53,7347.99
300,Employee_300,Marketing,38944,2018-02-01 15:33:32,10914.79
301,Employee_301,HR,44873,2024-01-05 13:34:59,12127.43
302,Employee_302,Finance,65372,2015-11-08 01:27:17,1161.42
303,Employee_303,HR,114464,2021-01-06 03:03:29,15459.11
304,Employee_304,Support,40379,2023-06-04 08:31:21,14547.27
305,Employee_305,HR,61751,2018-06-08 15:31:06,7959.44
306,Employee_306,Marketing,114822,2019-10-25 03:35:54,2005.78
307,Employee_307,Support,30110,2023-12-29 10:32:46,15343.72
308,Employee_308,Marketing,79341,2017-12-04 08:57:34,19148.33
309,Employee_309,IT,37087,2015-03-14 05:25:27,5562.88
310,Employee_310,IT,48762,2018-12-24 16:36:22,7146.97
311,Employee_311,Support,107617,2015-12-13 05:57:18,4492.44
312,Employee_312,Finance,34596,2016-10-17 08:01:58,11961.79
313,Employee_313,IT,43313,2021-10-14 23:30:53,3941.99
314,Employee_314,HR,91549,2024-06-14 06:16:30,7767.68
315,Employee_315,Marketing,48705,2021-11-19 00:03:51,14243.25
316,Employee_316,IT,92364,2021-12-16 06:00:43,11642.2
317,Employee_317,IT,98445,2019-10-31 12:07:40,8342.79
318,Employee_318,Finance,103645,2020-03-20 17:23:54,8984.74
319,Employee_319,Support,27023,2022-07-29 07:36:48,11680.11
320,Employee_320,Support,84796,2024-03-12 03:45:20,1111.43
321,Employee_321,Sales,105073,2016-04-11 16:47:31,2491.69
322,Employee_322,Finance,117197,2024-02-28 18:22:12,17743.9
323,Employee_323,HR,89429,2022-07-16 20:53:24,2479.7
324,Employee_324,Support,86627,2024-04-15 16:43:15,14429.27
325,Employee_325,Marketing,58848,2021-11-18 07:27:49,18480.73
326,Employee_326,Finance,62804,2015-03-14 10:17:18,6142.99
327,Employee_327,IT,40379,2020-01-30 12:30:28,8039.34
328,Employee_328,Marketing,84664,2019-01-18 16:19:34,11809.51
329,Employee_329,Marketing,52766,2015-05-03 16:50:17,17752.47
330,Employee_330,IT,93099,2020-02-22 20:42:46,18896.21
331,Employee_331,Finance,61060,2021-12-24 19:56:28,15051.7
332,Employee_332,IT,119733,2016-03-27 17:08:12,2645.78
333,Employee_333,Sales,94122,2024-02-18 21:48:20,13713.93
334,Employee_334,Marketing,41087,2017-08-30 22:40:35,8795.77
335,Employee_335,Operations,73868,2024-05-13 08:13:34,9943.32
336,Employee_336,Operations,48225,2019-01-28 08:30:37,1933.82
337,Employee_337,HR,31643,2022-03-07 19:57:39,4630.18
338,Employee_338,Support,118059,2019-12-13 19:57:06,16019.76
339,Employee_339,IT,61727,2024-10-18 22:25:45,9625.22
340,Employee_340,IT,36005,2022-07-18 13:21:03,6731.58
341,Employee_341,HR,90697,2021-04-25 03:48:52,8296.36
342,Employee_342,HR,41029,2016-05-20 02:27:38,17233.59
343,Employee_343,HR,39226,2019-11-15 18:15:18,15230.98
344,Employee_344,Marketing,88646,2018-12-07 14:55:47,6173.99
345,Employee_345,Sales,85603,2021-06-15 00:06:52,3232.53
346,Employee_346,IT,53731,2018-04-20 10:44:35,5787.97
347,Employee_347,Marketing,93926,2017-06-22 10:51:49,18494.37
348,Employee_348,HR,30997,2019-06-15 07:25:53,12050.19
349,Employee_349,IT,80506,2019-07-22 02:04:05,11136.12
350,Employee_350,Marketing,103229,2015-01-29 02:45:51,12331.48
351,Employee_351,Sales,74815,2022-06-12 00:19:27,7954.54
352,Employee_352,Marketing,67092,2021-04-20 08:02:25,16335.03
353,Employee_353,Sales,87539,2022-09-18 14:23:00,10942.44
354,Employee_354,HR,91077,2019-09-20 14:08:35,3218.21
355,Employee_355,Sales,46817,2017-04-20 15:05:16,3452.24
356,Employee_356,IT,62861,2024-10-27 06:38:14,11200.32
357,Employee_357,HR,38428,2022-03-12 05:56:49,18794.83
358,Employee_358,IT,68934,2024-04-24 22:32:44,6858.69
359,Employee_359,Operations,35258,2017-03-31 10:36:45,17521.28
360,Employee_360,Finance,82775,2016-05-03 13:25:48,15517.82
361,Employee_361,Sales,106580,2016-07-05 02:14:45,5708.44
362,Employee_362,Finance,119947,2017-10-25 12:04:03,1690.47
363,Employee_363,Finance,30469,2023-06-05 15:46:54,2935.1
364,Employee_364,Sales,53854,2021-06-08 15:49:55,14841.38
365,Employee_365,HR,31256,2019-12-10 16:19:30,4793.73
366,Employee_366,Operations,101256,2018-02-22 13:22:45,8054.15
367,Employee_367,IT,58937,2015-01-06 20:49:55,10532.28
368,Employee_368,Marketing,26651,2021-06-13 11:07:26,14783.9
369,Employee_369,IT,75288,2020-07-07 06:50:54,3151.39
370,Employee_370,Marketing,109730,2017-03-11 17:06:27,8720.96
371,Employee_371,IT,50051,2021-07-18 16:08:40,10216.39
372,Employee_372,Sales,52386,2021-03-15 21:35:27,11275.71
373,Employee_373,Operations,100054,2017-12-29 05:40:33,16548.85
374,Employee_374,Marketing,41184,2021-03-01 14:36:52,4261.89
375,Employee_375,Support,58787,2019-04-06 18:36:03,16348.8
376,Employee_376,HR,46621,2019-04-10 04:47:18,14164.69
377,Employee_377,IT,100564,2019-10-14 10:22:02,11561.55
378,Employee_378,IT,102984,2021-04-19 03:15:05,14291.03
379,Employee_379,Marketing,84792,2019-10-03 20:08:35,8828.34
380,Employee_380,HR,70253,2017-10-23 05:10:52,3629.55
381,Employee_381,HR,59051,2019-02-01 08:50:20,13649.54
382,Employee_382,Sales,74811,2024-06-18 06:26:16,10968.77
383,Employee_383,Support,55447,2019-04-01 00:50:49,13148.12
384,Employee_384,Sales,108930,2015-08-18 14:42:38,7421.98
385,Employee_385,Sales,55254,2020-12-30 07:44:41,18230.46
386,Employee_386,Sales,109045,2020-12-18 05:02:21,12160.03
387,Employee_387,Sales,82418,2019-09-08 04:11:43,2622.65
388,Employee_388,Sales,39472,2016-08-03 09:51:30,9546.28
389,Employee_389,Operations,28471,2015-12-19 01:39:32,15370.77
390,Employee_390,HR,33329,2016-10-03 08:32:30,16088.56
391,Employee_391,Sales,59865,2020-05-14 13:10:42,10397.34
392,Employee_392,HR,71850,2017-06-14 01:19:27,18000.2
393,Employee_393,HR,79220,2023-01-29 21:01:46,6085.7
394,Employee_394,Finance,118808,2019-12-05 00:55:15,8801.38
395,Employee_395,Operations,31397,2024-09-21 09:31:53,18073.34
396,Employee_396,Sales,60525,2022-02-22 02:46:25,18028.88
397,Employee_397,IT,78072,2020-06-29 13:34:15,14028.54
398,Employee_398,Marketing,115106,2023-09-28 23:32:32,17320.63
399,Employee_399,Support,108820,2015-02-05 08:10:07,2686.69
400,Employee_400,IT,109530,2017-09-14 07:21:51,17434.9
401,Employee_401,Operations,48284,2018-03-15 19:21:10,7091.78
402,Employee_402,Marketing,86330,2023-02-02 10:22:44,4388.3
403,Employee_403,Operations,108369,2022-06-08 07:37:02,5548.03
404,Employee_404,HR,50122,2023-09-21 19:32:58,8941.4
405,Employee_405,Marketing,95553,2018-12-09 12:28:07,5772.65
406,Employee_406,HR,106906,2024-12-21 10:20:48,7090.78
407,Employee_407,IT,119788,2015-07-27 12:18:18,3564.59
408,Employee_408,IT,87812,2022-08-25 06:06:46,6627.36
409,Employee_409,Marketing,32999,2019-01-07 06:47:31,11873.39
410,Employee_410,Marketing,47436,2017-03-16 07:49:45,9395.22
411,Employee_411,Sales,67963,2018-03-19 04:32:46,7587.66
412,Employee_412,Operations,27096,2024-04-22 05:01:37,15182.59
413,Employee_413,Sales,50279,2015-06-28 04:01:15,17976.69
414,Employee_414,Operations,51201,2020-06-18 07:31:42,15379.0
415,Employee_415,Sales,44715,2017-01-11 08:20:48,7308.01
416,Employee_416,HR,54309,2024-07-12 03:58:23,15144.4
417,Employee_417,Marketing,40078,2020-12-30 14:31:28,3887.62
418,Employee_418,IT,81614,2018-09-08 19:17:02,3476.04
419,Employee_419,Operations,30105,2019-03-18 00:13:40,7566.91
420,Employee_420,Operations,119848,2017-02-02 17:12:09,16346.35
421,Employee_421,IT,27839,2020-08-23 03:55:50,5680.62
422,Employee_422,Sales,93920,2015-05-31 10:33:37,2201.81
423,Employee_423,Operations,68619,2016-08-01 13:22:11,3502.48
424,Employee_424,Support,67821,2023-04-21 16:21:38,17316.15
425,Employee_425,HR,38493,2015-02-17 11:35:53,13041.88
426,Employee_426,Marketing,42069,2020-02-24 14:29:30,5810.82
